9489.28 0.01
9499.68 0.006
9508.39 0.00125
9515.99 0.15
9536.78 0.1
9543.51 0.0055
9550.02 0.04
9587.77 0.004
9660.44 0.8
9668.07 0.15
9687.98 0.07
9690.49 0.0015
9703.65 0.005
9706.88 0.0115
9717.51 0.0015
9720.83 0.028
9745.78 0.008
9754.44 0.73
9787.19 0.98
9802.38 0.35
9858.94 0.07
9925.92 0.72
9954.57 0.0012
9969.31 0.001
10026.47 0.026
10032.41 0.00075
10054.82 0.0054
10059.6 0.001
10060.72 0.0018
10063.72 0.0025
10087.55 0.0112
10110.11 0.077
10123.73 0.0012
10128.25 0.01
10150.46 0.0006
10166.22 0.0012
10191.15 0.0045
10253.88 0.013
10298.24 0.008
10299.75 0.005
10311.97 0.0008
10335.55 0.0026
10363.21 0.0055
10377.28 0.001
10423.38 0.001
10461.43 0.0013
10472.92 1.0
10480.91 0.053
10487.7 0.0047
10509.38 0.0029
10510.79 0.0022
10518.03 0.0105
10530.74 0.06
10552.65 0.0001
10565.3 0.087
10595.94 0.009
10611.37 0.002
10623.57 0.014
10629.61 0.0012
10676.49 0.15
10684.7 0.025
10702.02 0.0013
10703.9 0.0044
10709.71 0.0265
10715.73 0.0009
10736.81 0.0017
10761.81 0.014
10776.3 0.003
10801.0 0.085
10841.31 0.72
10847.45 0.12
10863.9 0.0015
10877.88 0.024
10884.08 0.014
10898.31 0.04
10953.73 0.0095
11023.9 0.0005
11047.02 0.0005
11052.75 0.0007333333333333333
11081.9 0.016666666666666666
11088.27 0.046
11109.5 0.001
11130.24 0.0036666666666666666
11144.2 0.002
11146.07 0.07333333333333333
11163.27 0.0008
11165.73 0.0006666666666666666
11180.59 0.16
11190.17 0.0051333333333333335
11217.65 0.0005333333333333334
11260.79 0.0021333333333333334
11262.24 0.0014
11312.66 0.0002
11393.55 0.014
11396.82 0.0038666666666666667
11412.26 0.018666666666666668
11418.17 0.0006333333333333333
11444.97 0.003266666666666667
11460.61 0.004066666666666666
11470.69 0.0009333333333333333
11491.25 0.018
11494.37 0.00046666666666666666
11525.9 0.06
11528.18 0.015
11539.5 0.016666666666666666
11583.62 0.00012
11604.71 0.004666666666666667
11617.26 0.028
11671.9 0.01
11691.2 0.005333333333333333
11722.7 0.0033333333333333335
11736.45 0.0008666666666666666
11745.45 0.010666666666666666
11770.01 0.025333333333333333
11792.27 0.008333333333333333
11793.12 0.0016666666666666668
11795.64 0.002
11796.79 0.0017
11860.56 0.0011666666666666668
11915.36 0.00036666666666666667
11946.57 0.0008333333333333334
11956.27 0.0005333333333333334
11988.19 0.008666666666666666
12029.94 0.0008
12069.64 0.01
12080.52 0.0014666666666666667
12088.11 0.0008666666666666666
12115.64 0.016666666666666666
12121.11 0.0016666666666666668
12126.87 0.0012
12143.06 0.008333333333333333
12207.88 0.007666666666666666
12238.59 0.0016666666666666668
12261.16 0.0002666666666666667
12276.24 0.0002
12324.45 0.0002
12346.77 0.005666666666666667
12359.2 0.001
12406.22 0.011333333333333334
12442.72 0.028666666666666667
12454.62 0.0002
12459.53 0.009333333333333334
12462.8 0.0013333333333333333
12491.08 0.021333333333333333
12557.76 0.0002
12625.07 0.0013333333333333333
12626.85 0.05333333333333334
12641.94 0.0009333333333333333
12643.78 0.0005666666666666667
12646.2 0.0008333333333333334
12654.44 0.00046666666666666666
12661.81 0.0005333333333333334
12687.0 0.0004
12692.67 0.011333333333333334
12705.76 0.051333333333333335
12736.9 0.012666666666666666
12749.72 0.008666666666666666
12752.61 0.0008
12773.02 0.002
12786.02 0.005333333333333333
12865.41 0.008
12882.26 0.03666666666666667
12915.55 0.016666666666666666
12936.73 0.032
12960.2 0.17333333333333334
12981.53 0.0003333333333333333
12988.87 0.0023333333333333335
13011.82 0.043333333333333335
13123.71 0.0002
13181.01 0.06
13193.73 0.00046666666666666666
13214.28 0.0012666666666666666
13217.6 0.1
13222.86 0.008
13231.73 0.06666666666666667
13234.52 0.021333333333333333
13305.95 0.0028
13307.94 0.00046666666666666666
13316.85 0.11333333333333333
13333.83 0.0023333333333333335
13335.5 0.0008
13341.53 0.006666666666666667
13370.77 0.11333333333333333
13410.25 0.021333333333333333
13546.86 0.009333333333333334
13577.33 0.018666666666666668
13603.05 0.02266666666666667
13626.38 0.21333333333333335
13637.95 0.14666666666666667
13660.21 0.08
13662.12 0.038
13682.29 0.08666666666666667
13767.48 0.001
13803.8 0.0005333333333333334
13829.5 0.02266666666666667
13832.18 0.003
13836.66 0.005
13870.8 0.0004
13886.65 0.02
13911.28 0.004533333333333334
13914.36 0.012
13923.4 0.026
13927.85 0.006466666666666667
13942.81 0.0003333333333333333
14049.5 0.010666666666666666
14097.49 0.07333333333333333
14108.15 0.0042
14132.0 0.00046666666666666666
14145.96 0.034
14160.49 0.0021666666666666666
14345.17 0.0034666666666666665
14351.4 0.03666666666666667
14368.83 0.005266666666666667
14388.71 0.0003333333333333333
14406.22 0.008
14430.74 0.12
14472.81 0.0036666666666666666
14600.46 0.0032
14635.4 0.0004333333333333333
14653.2 0.008
14663.85 0.0018666666666666666
14719.57 0.0006
14736.41 0.14
14738.47 0.016
14743.17 0.004233333333333334
14854.1 0.0004
14965.98 0.016
14977.83 0.0006
14990.41 0.0008
15009.44 0.0038666666666666667
15103.8 0.0004333333333333333
15144.24 0.0004333333333333333
15176.84 0.008666666666666666
15195.08 0.0005
15213.7 0.01
15234.88 0.025333333333333333
15243.79 0.16666666666666666
15306.06 0.008666666666666666
15330.67 0.004533333333333334
15333.53 0.005533333333333334
15339.16 0.08
15353.5 0.0016666666666666668
15357.32 0.0013333333333333333
15376.24 0.026
15399.18 0.0002666666666666667
15406.85 0.0012
15411.8 0.0002666666666666667
15422.22 0.032466666666666665
15437.85 0.0005333333333333334
15475.24 0.0002666666666666667
15478.26 0.03266666666666666
15495.2 0.00036666666666666667
15559.71 0.00036666666666666667
15561.4 0.0012666666666666666
15639.25 0.0009666666666666667
15685.28 0.0051333333333333335
15691.07 0.00013333333333333334
15739.21 0.00016666666666666666
15775.75 0.0002666666666666667
15780.93 0.00013333333333333334
15821.1 0.0003333333333333333
15824.41 0.0036666666666666666
15827.18 0.0005
15887.51 0.0008
